0001,5
0002,5
0003,5
0004,5
0005,5
0006,5
0007,5
0008,5
0009,5
0010,5
0011,5
0012,5
0013,5
0014,5
0015,5
0016,5
0017,5
0018,5
0019,5
0020,5
0021,5
0022,5
0023,5
0024,5
0025,5
0026,5
0027,5
0028,5
0029,5
0030,5
0031,5
0032,5
0033,5
0034,5
0035,5
0036,5
0037,5
0038,5
0039,5
0040,5
0041,5
0042,5
0043,5
0044,5
0045,5
0046,5
0047,5
0048,5
0049,5
0050,5
0051,5
0052,5
0053,5
0054,5
0055,5
0056,5
0057,5
0058,5
0059,5
0060,5
0061,5
0062,5
0063,5
0064,5
0065,5
0066,5
0067,5
0068,5
0069,5
0070,5
0071,5
0072,5
0073,5
0074,5
0075,5
0076,5
0077,5
0078,5
0079,5
0080,5
0081,5
0082,5
0083,5
0084,5
0085,5
0086,5
0087,5
0088,5
0089,5
0090,5
0091,5
0092,5
0093,5
0094,5
0095,5
0096,5
0097,5
0098,5
0099,5
0100,5
0101,5
0102,5
0103,5
0104,5
0105,5
0106,5
0107,5
0108,5
0109,5
0110,5
0111,5
0112,5
0113,5
0114,5
0115,5
0116,5
0117,5
0118,5
0119,5
0120,5
0121,5
0122,5
0123,5
0124,5
0125,5
0126,5
0127,5
0128,5
0129,5
0130,5
0131,5
0132,5
0133,5
0134,5
0135,5
0136,5
0137,5
0138,5
0139,5
0140,5
0141,5
0142,5
0143,5
0144,5
0145,5
0146,5
0147,5
0148,5
0149,5
0150,5
0151,5
0152,5
0153,5
0154,5
0155,5
0156,5
0157,5
0158,5
0159,5
0160,5
0161,5
0162,5
0163,5
0164,5
0165,5
0166,5
0167,5
0168,5
0169,5
0170,5
0171,5
0172,5
0173,5
0174,5
0175,5
0176,5
0177,5
0178,5
0179,5
0180,5
0181,5
0182,5
0183,5
0184,5
0185,5
0186,5
0187,5
0188,5
0189,5
0190,5
0191,5
0192,5
0193,5
0194,5
0195,5
0196,5
0197,5
0198,5
0199,5
0200,5
